Gene,rep_1,rep_2,rep_3,rep_4
ENSMUSG00000122233,100,100,100,100
ENSMUSG00000122235,100,100,100,100
ENSMUSG00000122248,0,0,0,0
ENSMUSG00000122249,24,22,38,32
ENSMUSG00000122254,100,100,100,100
ENSMUSG00000122255,0,0,0,0
ENSMUSG00000122263,0,0,0,0
ENSMUSG00000122270,41,53,58,47
ENSMUSG00000122275,19,26,14,14
ENSMUSG00000122281,0,0,0,0
ENSMUSG00000122291,0,0,0,0
ENSMUSG00000122294,0,0,0,0
ENSMUSG00000122303,54,42,54,41
ENSMUSG00000122318,23,29,25,33
ENSMUSG00000122328,0,0,0,0
ENSMUSG00000122330,100,100,100,100
ENSMUSG00000122337,67,70,57,54
ENSMUSG00000122340,0,0,0,0
ENSMUSG00000122346,100,100,100,100
ENSMUSG00000122348,100,100,100,100
ENSMUSG00000122349,0,0,0,0
ENSMUSG00000122352,40,31,56,50
ENSMUSG00000122364,100,100,100,100
ENSMUSG00000122372,37,34,34,49
ENSMUSG00000122377,100,100,100,100
ENSMUSG00000122384,100,100,100,100
ENSMUSG00000122389,100,100,100,100
ENSMUSG00000122392,0,0,0,0
ENSMUSG00000122393,0,0,0,0
ENSMUSG00000122396,69,54,68,65
ENSMUSG00000122402,0,0,0,0
ENSMUSG00000122408,100,100,100,100
ENSMUSG00000122416,100,100,100,100
ENSMUSG00000122421,20,34,9,13
ENSMUSG00000122428,0,0,0,0
ENSMUSG00000122433,0,0,0,0
ENSMUSG00000122440,94,95,94,94
ENSMUSG00000122441,0,0,0,0
ENSMUSG00000122446,0,0,0,0
ENSMUSG00000122448,100,100,100,100
ENSMUSG00000122451,0,0,0,0
ENSMUSG00000122454,0,0,0,0
ENSMUSG00000122458,100,100,100,100
ENSMUSG00000122459,47,56,77,61
ENSMUSG00000122462,100,100,100,100
ENSMUSG00000122467,100,100,100,100
ENSMUSG00000122475,100,100,100,100
ENSMUSG00000122477,0,0,0,0
ENSMUSG00000122482,20,16,28,21
ENSMUSG00000122484,92,87,91,90
ENSMUSG00000122487,0,0,0,0
ENSMUSG00000122496,0,0,0,0
ENSMUSG00000122517,0,0,0,0
ENSMUSG00000122522,100,100,100,100
ENSMUSG00000122523,21,34,33,16
ENSMUSG00000122526,45,56,43,47
ENSMUSG00000122529,43,37,47,44
ENSMUSG00000122530,0,0,0,0
ENSMUSG00000122536,0,0,0,0
ENSMUSG00000122541,100,100,100,100
ENSMUSG00000122542,0,0,0,0
ENSMUSG00000122543,39,31,69,39
ENSMUSG00000122544,0,0,0,0
ENSMUSG00000122555,100,100,100,100
ENSMUSG00000122558,0,0,0,0
ENSMUSG00000122560,100,100,100,100
ENSMUSG00000122561,0,0,0,0
ENSMUSG00000122563,0,0,0,0
ENSMUSG00000122565,100,100,100,100
ENSMUSG00000122566,0,0,0,0
ENSMUSG00000122568,79,79,84,71
ENSMUSG00000122576,100,100,100,100
ENSMUSG00000122579,0,0,0,0
ENSMUSG00000122583,0,0,0,0
ENSMUSG00000122592,58,59,52,56
ENSMUSG00000122598,0,0,0,0
ENSMUSG00000122606,0,0,0,0
ENSMUSG00000122612,100,100,100,100
ENSMUSG00000122615,100,100,100,100
ENSMUSG00000122616,93,92,92,92
ENSMUSG00000122624,100,100,100,100
ENSMUSG00000122629,0,0,0,0
ENSMUSG00000122636,0,0,0,0
ENSMUSG00000122653,0,0,0,0
ENSMUSG00000122662,0,0,0,0
ENSMUSG00000122675,75,56,64,77
ENSMUSG00000122683,0,0,0,0
ENSMUSG00000122685,100,100,100,100
ENSMUSG00000122690,0,0,0,0
ENSMUSG00000122701,0,0,0,0
ENSMUSG00000122710,0,0,0,0
ENSMUSG00000122712,0,0,0,0
ENSMUSG00000122714,0,0,0,0
ENSMUSG00000122720,50,39,42,24
ENSMUSG00000122723,31,33,22,25
ENSMUSG00000122728,32,36,29,38
ENSMUSG00000122735,100,100,100,100
ENSMUSG00000122742,65,50,72,45
ENSMUSG00000122750,0,0,0,0
ENSMUSG00000122751,17,19,9,19
ENSMUSG00000122753,26,42,31,24
ENSMUSG00000122758,0,0,0,0
ENSMUSG00000122765,0,0,0,0
ENSMUSG00000122768,0,0,0,0
ENSMUSG00000122779,10,21,19,33
ENSMUSG00000122782,100,100,100,100
ENSMUSG00000122783,0,0,0,0
ENSMUSG00000122788,0,0,0,0
ENSMUSG00000122790,43,37,36,48
ENSMUSG00000122813,0,0,0,0
ENSMUSG00000122816,0,0,0,0
ENSMUSG00000122818,0,0,0,0
ENSMUSG00000122819,0,0,0,0
ENSMUSG00000122831,0,0,0,0
ENSMUSG00000122832,0,0,0,0
ENSMUSG00000122840,0,0,0,0
ENSMUSG00000122843,0,0,0,0
ENSMUSG00000122849,29,27,39,26
ENSMUSG00000122850,64,67,53,62
ENSMUSG00000122851,0,0,0,0
ENSMUSG00000122855,100,100,100,100
ENSMUSG00000122858,0,0,0,0
ENSMUSG00000122860,0,0,0,0
ENSMUSG00000122867,0,0,0,0
ENSMUSG00000122871,0,0,0,0
ENSMUSG00000122872,100,100,100,100
ENSMUSG00000122874,0,0,0,0
ENSMUSG00000122875,33,7,16,20
ENSMUSG00000122883,0,0,0,0
ENSMUSG00000122887,0,0,0,0
ENSMUSG00000122898,0,0,0,0
ENSMUSG00000122903,0,0,0,0
ENSMUSG00000122907,100,100,100,100
ENSMUSG00000122915,64,28,60,44
ENSMUSG00000122918,100,100,100,100
ENSMUSG00000122922,17,22,12,6
ENSMUSG00000122926,0,0,0,0
ENSMUSG00000122939,45,26,38,24
ENSMUSG00000122947,0,0,0,0
ENSMUSG00000122949,0,0,0,0
ENSMUSG00000122950,100,100,100,100
ENSMUSG00000122953,0,0,0,0
ENSMUSG00000122955,14,11,9,8
ENSMUSG00000122958,0,0,0,0
ENSMUSG00000122964,42,27,27,41
ENSMUSG00000122971,100,100,100,100
ENSMUSG00000122973,100,100,100,100
ENSMUSG00000122980,46,70,15,36
ENSMUSG00000122982,100,100,100,100
ENSMUSG00000122989,100,100,100,100
ENSMUSG00000122995,0,0,0,0
ENSMUSG00000123006,0,0,0,0
ENSMUSG00000123010,0,0,0,0
ENSMUSG00000123028,100,100,100,100
ENSMUSG00000123029,100,100,100,100
ENSMUSG00000123030,0,0,0,0
ENSMUSG00000123043,0,0,0,0
ENSMUSG00000123046,100,100,100,100
ENSMUSG00000123047,54,52,44,61
ENSMUSG00000123049,0,0,0,0
ENSMUSG00000123054,0,0,0,0
ENSMUSG00000123061,100,100,100,100
ENSMUSG00000123065,0,0,0,0
ENSMUSG00000123070,0,0,0,0
ENSMUSG00000123077,13,25,16,26
ENSMUSG00000123089,0,0,0,0
ENSMUSG00000123092,0,0,0,0
ENSMUSG00000123098,0,0,0,0
ENSMUSG00000123106,0,0,0,0
ENSMUSG00000123110,100,100,100,100
ENSMUSG00000123111,0,0,0,0
ENSMUSG00000123116,0,0,0,0
ENSMUSG00000123120,0,0,0,0
ENSMUSG00000123128,100,100,100,100
ENSMUSG00000123140,0,0,0,0
ENSMUSG00000123144,0,0,0,0
ENSMUSG00000123148,67,48,52,55
ENSMUSG00000123149,87,73,73,78
ENSMUSG00000123152,56,33,40,22
ENSMUSG00000123153,0,0,0,0
ENSMUSG00000123159,0,0,0,0
ENSMUSG00000123165,100,100,100,100
ENSMUSG00000123171,100,100,100,100
ENSMUSG00000123175,100,100,100,100
ENSMUSG00000123176,70,71,66,58
ENSMUSG00000123178,0,0,0,0
ENSMUSG00000123182,100,100,100,100
ENSMUSG00000123184,100,100,100,100
ENSMUSG00000123191,100,100,100,100
ENSMUSG00000123195,100,100,100,100
ENSMUSG00000123200,30,39,47,42
ENSMUSG00000123215,0,0,0,0
ENSMUSG00000123221,100,100,100,100
ENSMUSG00000123225,100,100,100,100
ENSMUSG00000123227,0,0,0,0
ENSMUSG00000123238,100,100,100,100
ENSMUSG00000123241,0,0,0,0
ENSMUSG00000123245,0,0,0,0
ENSMUSG00000123246,0,0,0,0
ENSMUSG00000123254,0,0,0,0
ENSMUSG00000123255,100,100,100,100
ENSMUSG00000123262,29,12,25,17
ENSMUSG00000123270,0,0,0,0
ENSMUSG00000123276,0,0,0,0
ENSMUSG00000123279,0,0,0,0
ENSMUSG00000123281,0,0,0,0
ENSMUSG00000123288,100,100,100,100
ENSMUSG00000123293,100,100,100,100
ENSMUSG00000123296,0,0,0,0
ENSMUSG00000123299,100,100,100,100
ENSMUSG00000123306,100,100,100,100
ENSMUSG00000123308,100,100,100,100
ENSMUSG00000123309,100,100,100,100
ENSMUSG00000123316,0,0,0,0
ENSMUSG00000123325,40,39,42,32
ENSMUSG00000123333,0,0,0,0
ENSMUSG00000123339,0,0,0,0
ENSMUSG00000123342,94,94,94,91
ENSMUSG00000123366,41,37,24,51
ENSMUSG00000123372,0,0,0,0
ENSMUSG00000123374,0,0,0,0
ENSMUSG00000123375,100,100,100,100
ENSMUSG00000123378,28,28,27,15
ENSMUSG00000123382,0,0,0,0
ENSMUSG00000123384,100,100,100,100
ENSMUSG00000123389,0,0,0,0
ENSMUSG00000123391,0,0,0,0
ENSMUSG00000123393,39,40,35,28
ENSMUSG00000123395,100,100,100,100
ENSMUSG00000123401,0,0,0,0
ENSMUSG00000123402,0,0,0,0
ENSMUSG00000123407,0,0,0,0
ENSMUSG00000123419,100,100,100,100
ENSMUSG00000123421,100,100,100,100
ENSMUSG00000123422,100,100,100,100
ENSMUSG00000123423,100,100,100,100
ENSMUSG00000123425,0,0,0,0
ENSMUSG00000123434,100,100,100,100
ENSMUSG00000123439,0,0,0,0
ENSMUSG00000123440,0,0,0,0
ENSMUSG00000123444,0,0,0,0
ENSMUSG00000123451,0,0,0,0
ENSMUSG00000123452,0,0,0,0
ENSMUSG00000123460,0,0,0,0
ENSMUSG00000123461,33,33,23,40
ENSMUSG00000123463,100,100,100,100
ENSMUSG00000123479,0,0,0,0
ENSMUSG00000123487,100,100,100,100
ENSMUSG00000123488,0,0,0,0
ENSMUSG00000123493,0,0,0,0
ENSMUSG00000123497,0,0,0,0
ENSMUSG00000123508,100,100,100,100
ENSMUSG00000123526,0,0,0,0
ENSMUSG00000123535,0,0,0,0
ENSMUSG00000123537,0,0,0,0
ENSMUSG00000123538,0,0,0,0
ENSMUSG00000123543,42,36,28,41
ENSMUSG00000123548,26,31,32,32
ENSMUSG00000123554,54,36,21,44
ENSMUSG00000123560,55,48,36,66
ENSMUSG00000123575,0,0,0,0
ENSMUSG00000123576,0,0,0,0
ENSMUSG00000123581,0,0,0,0
ENSMUSG00000123582,0,0,0,0
ENSMUSG00000123583,100,100,100,100
ENSMUSG00000123587,30,40,30,35
ENSMUSG00000123589,100,100,100,100
ENSMUSG00000123590,100,100,100,100
ENSMUSG00000123597,0,0,0,0
ENSMUSG00000123606,0,0,0,0
ENSMUSG00000123611,0,0,0,0
ENSMUSG00000123615,0,0,0,0
ENSMUSG00000123624,0,0,0,0
ENSMUSG00000123626,100,100,100,100
ENSMUSG00000123630,0,0,0,0
ENSMUSG00000123631,100,100,100,100
ENSMUSG00000123633,0,0,0,0
ENSMUSG00000123637,0,0,0,0
ENSMUSG00000123638,0,0,0,0
ENSMUSG00000123640,100,100,100,100
ENSMUSG00000123646,21,17,26,30
ENSMUSG00000123649,72,68,70,62
ENSMUSG00000123652,0,0,0,0
ENSMUSG00000123657,100,100,100,100
ENSMUSG00000123659,0,0,0,0
ENSMUSG00000123662,100,100,100,100
ENSMUSG00000123674,0,0,0,0
ENSMUSG00000123686,62,30,43,55
ENSMUSG00000123689,0,0,0,0
ENSMUSG00000123690,0,0,0,0
ENSMUSG00000123692,0,0,0,0
ENSMUSG00000123699,0,0,0,0
ENSMUSG00000123702,0,0,0,0
ENSMUSG00000123713,0,0,0,0
ENSMUSG00000123715,100,100,100,100
ENSMUSG00000123730,100,100,100,100
ENSMUSG00000123732,0,0,0,0
ENSMUSG00000123737,0,0,0,0
ENSMUSG00000123739,0,0,0,0
ENSMUSG00000123741,0,0,0,0
ENSMUSG00000123745,100,100,100,100
ENSMUSG00000123746,100,100,100,100
ENSMUSG00000123750,0,0,0,0
ENSMUSG00000123752,100,100,100,100
ENSMUSG00000123753,0,0,0,0
ENSMUSG00000123758,100,100,100,100
ENSMUSG00000123780,100,100,100,100
ENSMUSG00000123781,55,66,50,44
ENSMUSG00000123782,100,100,100,100
ENSMUSG00000123783,100,100,100,100
ENSMUSG00000123788,0,0,0,0
ENSMUSG00000123794,100,100,100,100
ENSMUSG00000123796,0,0,0,0
ENSMUSG00000123798,0,0,0,0
ENSMUSG00000123803,100,100,100,100
ENSMUSG00000123811,0,0,0,0
ENSMUSG00000123815,0,0,0,0
ENSMUSG00000123826,63,44,44,37
ENSMUSG00000123828,0,0,0,0
ENSMUSG00000123841,100,100,100,100
ENSMUSG00000123846,0,0,0,0
ENSMUSG00000123856,0,0,0,0
ENSMUSG00000123857,0,0,0,0
ENSMUSG00000123862,32,32,28,31
ENSMUSG00000123865,31,46,29,26
ENSMUSG00000123873,0,0,0,0
ENSMUSG00000123876,0,0,0,0
ENSMUSG00000123899,100,100,100,100
ENSMUSG00000123902,19,13,17,17
ENSMUSG00000123909,0,0,0,0
ENSMUSG00000123915,0,0,0,0
ENSMUSG00000123930,0,0,0,0
ENSMUSG00000123937,0,0,0,0
ENSMUSG00000123939,64,74,76,53
ENSMUSG00000123943,0,0,0,0
ENSMUSG00000123946,0,0,0,0
ENSMUSG00000123948,100,100,100,100
ENSMUSG00000123958,0,0,0,0
ENSMUSG00000123965,0,0,0,0
ENSMUSG00000123980,0,0,0,0
ENSMUSG00000123981,0,0,0,0
ENSMUSG00000123985,100,100,100,100
ENSMUSG00000123988,0,0,0,0
ENSMUSG00000124003,100,100,100,100
ENSMUSG00000124006,0,0,0,0
ENSMUSG00000124007,100,100,100,100
ENSMUSG00000124010,0,0,0,0
ENSMUSG00000124014,100,100,100,100
ENSMUSG00000124018,100,100,100,100
ENSMUSG00000124030,48,23,10,29
ENSMUSG00000124031,100,100,100,100
ENSMUSG00000124033,0,0,0,0
ENSMUSG00000124035,0,0,0,0
ENSMUSG00000124064,0,0,0,0
ENSMUSG00000124065,31,26,27,24
ENSMUSG00000124067,100,100,100,100
ENSMUSG00000124075,0,0,0,0
ENSMUSG00000124079,100,100,100,100
ENSMUSG00000124089,100,100,100,100
ENSMUSG00000124093,100,100,100,100
ENSMUSG00000124097,0,0,0,0
ENSMUSG00000124104,100,100,100,100
ENSMUSG00000124113,0,0,0,0
ENSMUSG00000124114,0,0,0,0
ENSMUSG00000124132,71,58,44,34
ENSMUSG00000124136,100,100,100,100
ENSMUSG00000124139,100,100,100,100
ENSMUSG00000124141,100,100,100,100
ENSMUSG00000124148,100,100,100,100
ENSMUSG00000124149,0,0,0,0
ENSMUSG00000124152,0,0,0,0
ENSMUSG00000124153,100,100,100,100
ENSMUSG00000124154,0,0,0,0
ENSMUSG00000124165,0,0,0,0
ENSMUSG00000124170,0,0,0,0
ENSMUSG00000124172,0,0,0,0
ENSMUSG00000124174,0,0,0,0
ENSMUSG00000124176,0,0,0,0
ENSMUSG00000124181,100,100,100,100
ENSMUSG00000124184,0,0,0,0
ENSMUSG00000124189,60,45,67,54
ENSMUSG00000124190,0,0,0,0
ENSMUSG00000124193,100,100,100,100
ENSMUSG00000124198,0,0,0,0
ENSMUSG00000124208,0,0,0,0
ENSMUSG00000124213,0,0,0,0
ENSMUSG00000124219,16,52,34,16
ENSMUSG00000124231,0,0,0,0
ENSMUSG00000124246,99,98,98,100
ENSMUSG00000124248,0,0,0,0
ENSMUSG00000124253,22,31,25,20
ENSMUSG00000124266,0,0,0,0
ENSMUSG00000124268,72,72,72,75
ENSMUSG00000124270,100,100,100,100
ENSMUSG00000124278,0,0,0,0
ENSMUSG00000124283,5,0,0,0
ENSMUSG00000124285,0,0,0,0
ENSMUSG00000124288,0,0,0,0
ENSMUSG00000124294,100,100,100,100
ENSMUSG00000124301,100,100,100,100
ENSMUSG00000124302,0,0,0,0
ENSMUSG00000124308,0,0,0,0
ENSMUSG00000124310,0,0,0,0
ENSMUSG00000124311,56,60,61,58
ENSMUSG00000124317,0,0,0,0
ENSMUSG00000124322,0,0,0,0
ENSMUSG00000124340,0,0,0,0
ENSMUSG00000124361,22,43,45,29
ENSMUSG00000124365,0,0,0,0
ENSMUSG00000124379,100,100,100,100
ENSMUSG00000124383,0,0,0,0
ENSMUSG00000124384,0,0,0,0
ENSMUSG00000124385,100,100,100,100
ENSMUSG00000124399,100,100,100,100
ENSMUSG00000124407,0,0,0,0
ENSMUSG00000124409,0,0,0,0
ENSMUSG00000124420,0,0,0,0
ENSMUSG00000124421,100,100,100,100
ENSMUSG00000124428,27,28,29,30
ENSMUSG00000124431,0,0,0,0
ENSMUSG00000124440,0,0,0,0
ENSMUSG00000124449,100,100,100,100
ENSMUSG00000124453,0,0,0,0
ENSMUSG00000124468,0,0,0,0
ENSMUSG00000124469,100,100,100,100
ENSMUSG00000124473,100,100,100,100
ENSMUSG00000124476,41,35,44,39
ENSMUSG00000124484,0,0,0,0
ENSMUSG00000124491,0,0,0,0
ENSMUSG00000124496,0,0,0,0
ENSMUSG00000124497,0,0,0,0
ENSMUSG00000124502,100,100,100,100
ENSMUSG00000124506,0,0,0,0
ENSMUSG00000124508,50,40,35,56
ENSMUSG00000124511,100,100,100,100
ENSMUSG00000124518,0,0,0,0
ENSMUSG00000124523,12,22,28,19
ENSMUSG00000124537,0,0,0,0
ENSMUSG00000124546,0,0,0,0
ENSMUSG00000124547,100,100,100,100
ENSMUSG00000124556,100,100,100,100
ENSMUSG00000124562,0,0,0,0
ENSMUSG00000124566,37,39,32,49
ENSMUSG00000124568,10,17,20,29
ENSMUSG00000124578,0,0,0,0
ENSMUSG00000124584,100,100,100,100
ENSMUSG00000124586,100,100,100,100
ENSMUSG00000124591,0,0,0,0
ENSMUSG00000124597,100,100,100,100
ENSMUSG00000124599,0,0,0,0
ENSMUSG00000124603,64,68,56,55
ENSMUSG00000124604,0,0,0,0
ENSMUSG00000124616,0,0,0,0
ENSMUSG00000124625,100,100,100,100
ENSMUSG00000124627,100,100,100,100
ENSMUSG00000124632,62,58,69,35
ENSMUSG00000124637,100,100,100,100
ENSMUSG00000124640,0,0,0,0
ENSMUSG00000124642,0,0,0,0
ENSMUSG00000124643,100,100,100,100
ENSMUSG00000124646,0,0,0,0
ENSMUSG00000124656,100,100,100,100
ENSMUSG00000124660,0,0,0,0
ENSMUSG00000124662,36,20,17,39
ENSMUSG00000124664,100,100,100,100
ENSMUSG00000124667,0,0,0,0
ENSMUSG00000124668,100,100,100,100
ENSMUSG00000124676,29,33,33,27
ENSMUSG00000124679,0,0,0,0
ENSMUSG00000124684,100,100,100,100
ENSMUSG00000124685,100,100,100,100
ENSMUSG00000124696,0,0,0,0
ENSMUSG00000124705,0,0,0,0
ENSMUSG00000124710,0,0,0,0
ENSMUSG00000124711,0,0,0,0
ENSMUSG00000124715,0,0,0,0
ENSMUSG00000124722,0,0,0,0
ENSMUSG00000124731,0,0,0,0
ENSMUSG00000124734,0,0,0,0
ENSMUSG00000124737,0,0,0,0
ENSMUSG00000124749,0,0,0,0
ENSMUSG00000124754,0,0,0,0
ENSMUSG00000124757,0,0,0,0
ENSMUSG00000124767,0,0,0,0
ENSMUSG00000124769,28,52,44,74
ENSMUSG00000124773,0,0,0,0
ENSMUSG00000124778,0,0,0,0
ENSMUSG00000124782,100,100,100,100
ENSMUSG00000124783,0,0,0,0
ENSMUSG00000124784,100,100,100,100
ENSMUSG00000124790,0,0,0,0
ENSMUSG00000124791,100,100,100,100
ENSMUSG00000124792,0,0,0,0
ENSMUSG00000124793,0,0,0,0
ENSMUSG00000124799,17,12,21,21
ENSMUSG00000124807,100,100,100,100
ENSMUSG00000124834,0,0,0,0
ENSMUSG00000124843,0,0,0,0
ENSMUSG00000124844,0,0,0,0
ENSMUSG00000124870,0,0,0,0
ENSMUSG00000124883,0,0,0,0
ENSMUSG00000124887,0,0,0,0
ENSMUSG00000124890,100,100,100,100
ENSMUSG00000124892,0,0,0,0
ENSMUSG00000124900,46,69,77,70
ENSMUSG00000124919,0,0,0,0
ENSMUSG00000124921,54,20,52,28
ENSMUSG00000124938,78,76,76,74
ENSMUSG00000124940,0,0,0,0
ENSMUSG00000124942,0,0,0,0
ENSMUSG00000124946,0,0,0,0
ENSMUSG00000124948,100,100,100,100
ENSMUSG00000124952,0,0,0,0
ENSMUSG00000124970,100,100,100,100
ENSMUSG00000124971,0,0,0,0
ENSMUSG00000124987,100,100,100,100
ENSMUSG00000124989,100,100,100,100
ENSMUSG00000124993,0,0,0,0
ENSMUSG00000124997,43,55,46,50
ENSMUSG00000125002,0,0,0,0
ENSMUSG00000125007,0,0,0,0
ENSMUSG00000125015,100,100,100,100
ENSMUSG00000125018,100,100,100,100
ENSMUSG00000125020,0,0,0,0
ENSMUSG00000125023,0,0,0,0
ENSMUSG00000125027,0,0,0,0
ENSMUSG00000125032,0,0,0,0
ENSMUSG00000125053,23,33,29,33
ENSMUSG00000125055,0,0,0,0
ENSMUSG00000125057,81,63,64,71
ENSMUSG00000125058,58,47,58,50
ENSMUSG00000125059,100,100,100,100
ENSMUSG00000125060,40,20,38,30
ENSMUSG00000125064,64,53,56,59
ENSMUSG00000125067,0,0,0,0
ENSMUSG00000125069,0,0,0,0
ENSMUSG00000125087,0,0,0,0
ENSMUSG00000125089,0,0,0,0
ENSMUSG00000125093,9,10,17,20
ENSMUSG00000125099,100,100,100,100
ENSMUSG00000125103,0,0,0,0
ENSMUSG00000125104,0,0,0,0
ENSMUSG00000125106,100,100,100,100
ENSMUSG00000125116,0,0,0,0
ENSMUSG00000125123,0,0,0,0
ENSMUSG00000125128,100,100,100,100
ENSMUSG00000125136,0,0,0,0
ENSMUSG00000125137,0,0,0,0
ENSMUSG00000125145,0,0,0,0
ENSMUSG00000125148,0,0,0,0
ENSMUSG00000125153,100,100,100,100
ENSMUSG00000125158,0,0,0,0
ENSMUSG00000125168,48,34,17,27
ENSMUSG00000125175,0,0,0,0
ENSMUSG00000125176,58,62,49,40
ENSMUSG00000125187,0,0,0,0
ENSMUSG00000125206,100,100,100,100
ENSMUSG00000125207,0,0,0,0
ENSMUSG00000125209,0,0,0,0
ENSMUSG00000125216,100,100,100,100
ENSMUSG00000125226,0,0,0,0
ENSMUSG00000125232,0,0,0,0
ENSMUSG00000125235,0,0,0,0
ENSMUSG00000125237,0,0,0,0
ENSMUSG00000125240,0,0,0,0
ENSMUSG00000125245,100,100,100,100
ENSMUSG00000125251,100,100,100,100
ENSMUSG00000125257,0,0,0,0
ENSMUSG00000125258,0,0,0,0
ENSMUSG00000125259,0,0,0,0
ENSMUSG00000125279,0,0,0,0
ENSMUSG00000125280,46,42,34,27
ENSMUSG00000125294,0,0,0,0
ENSMUSG00000125296,0,0,0,0
ENSMUSG00000125298,100,100,100,100
ENSMUSG00000125305,0,0,0,0
ENSMUSG00000125311,0,0,0,0
ENSMUSG00000125324,0,0,0,0
ENSMUSG00000125331,0,0,0,0
ENSMUSG00000125335,100,100,100,100
ENSMUSG00000125340,100,100,100,100
ENSMUSG00000125346,0,0,0,0
ENSMUSG00000125355,100,100,100,100
ENSMUSG00000125365,52,56,46,56
ENSMUSG00000125375,0,0,0,0
ENSMUSG00000125383,0,0,0,0
ENSMUSG00000125385,100,100,100,100
ENSMUSG00000125387,0,0,0,0
ENSMUSG00000125389,0,0,0,0
ENSMUSG00000125391,21,23,19,32
ENSMUSG00000125394,100,100,100,100
ENSMUSG00000125400,100,100,100,100
ENSMUSG00000125401,0,0,0,0
ENSMUSG00000125402,0,0,0,0
ENSMUSG00000125405,0,0,0,0
ENSMUSG00000125407,0,0,0,0
ENSMUSG00000125419,0,0,0,0
ENSMUSG00000125422,0,0,0,0
ENSMUSG00000125440,40,39,22,35
ENSMUSG00000125448,0,0,0,0
ENSMUSG00000125457,100,100,100,100
ENSMUSG00000125461,0,0,0,0
ENSMUSG00000125467,0,0,0,0
ENSMUSG00000125468,71,37,53,48
ENSMUSG00000125482,0,0,0,0
ENSMUSG00000125486,100,100,100,100
ENSMUSG00000125488,0,0,0,0
ENSMUSG00000125494,0,0,0,0
ENSMUSG00000125512,0,0,0,0
ENSMUSG00000125527,0,0,0,0
ENSMUSG00000125531,0,0,0,0
ENSMUSG00000125539,100,100,100,100
ENSMUSG00000125541,100,100,100,100
ENSMUSG00000125542,0,0,0,0
ENSMUSG00000125548,0,0,0,0
ENSMUSG00000125556,100,100,100,100
ENSMUSG00000125559,0,0,0,0
ENSMUSG00000125561,37,38,38,38
ENSMUSG00000125566,31,17,18,22
ENSMUSG00000125574,0,0,0,0
ENSMUSG00000125575,32,33,27,20
ENSMUSG00000125578,0,0,0,0
ENSMUSG00000125584,0,0,0,0
ENSMUSG00000125590,0,0,0,0
ENSMUSG00000125595,100,100,100,100
ENSMUSG00000125610,0,0,0,0
ENSMUSG00000125611,0,0,0,0
ENSMUSG00000125616,0,0,0,0
ENSMUSG00000125622,14,29,24,24
ENSMUSG00000125623,100,100,100,100
ENSMUSG00000125631,100,100,100,100
ENSMUSG00000125637,0,0,0,0
ENSMUSG00000125638,0,0,0,0
ENSMUSG00000125651,0,0,0,0
ENSMUSG00000125654,0,0,0,0
ENSMUSG00000125657,0,0,0,0
ENSMUSG00000125666,0,0,0,0
ENSMUSG00000125669,83,88,89,96
ENSMUSG00000125680,100,100,100,100
ENSMUSG00000125681,100,100,100,100
ENSMUSG00000125682,100,100,100,100
ENSMUSG00000125688,0,0,0,0
ENSMUSG00000125701,0,0,0,0
ENSMUSG00000125716,70,75,75,67
ENSMUSG00000125720,100,100,100,100
ENSMUSG00000125723,0,0,0,0
ENSMUSG00000125731,100,100,100,100
ENSMUSG00000125745,44,41,43,25
ENSMUSG00000125746,0,0,0,0
ENSMUSG00000125748,0,0,0,0
ENSMUSG00000125753,100,100,100,100
ENSMUSG00000125755,40,48,36,49
ENSMUSG00000125757,83,71,61,74
ENSMUSG00000125763,0,0,0,0
ENSMUSG00000125764,0,0,0,0
ENSMUSG00000125780,100,100,100,100
ENSMUSG00000125785,0,0,0,0
ENSMUSG00000125788,0,0,0,0
ENSMUSG00000125789,0,0,0,0
ENSMUSG00000125795,0,0,0,0
ENSMUSG00000125799,100,100,100,100
ENSMUSG00000125801,100,100,100,100
ENSMUSG00000125804,0,0,0,0
ENSMUSG00000125809,0,0,0,0
ENSMUSG00000125810,0,0,0,0
ENSMUSG00000125815,100,100,100,100
ENSMUSG00000125817,100,100,100,100
ENSMUSG00000125820,42,41,39,44
ENSMUSG00000125830,17,19,18,17
ENSMUSG00000125832,100,100,100,100
ENSMUSG00000125833,32,35,27,26
ENSMUSG00000125835,0,0,0,0
ENSMUSG00000125839,0,0,0,0
ENSMUSG00000125843,0,0,0,0
ENSMUSG00000125850,0,0,0,0
ENSMUSG00000125851,100,100,100,100
ENSMUSG00000125853,0,0,0,0
ENSMUSG00000125859,0,0,0,0
ENSMUSG00000125860,67,80,72,66
ENSMUSG00000125861,0,0,0,0
ENSMUSG00000125871,100,100,100,100
ENSMUSG00000125874,0,0,0,0
ENSMUSG00000125877,100,100,100,100
ENSMUSG00000125879,0,0,0,0
ENSMUSG00000125887,100,100,100,100
ENSMUSG00000125899,47,36,51,63
ENSMUSG00000125902,0,0,0,0
ENSMUSG00000125903,100,100,100,100
ENSMUSG00000125907,8,11,21,15
ENSMUSG00000125911,56,31,32,69
ENSMUSG00000125915,100,100,100,100
ENSMUSG00000125919,100,100,100,100
ENSMUSG00000125921,0,0,0,0
ENSMUSG00000125931,0,0,0,0
ENSMUSG00000125940,100,100,100,100
ENSMUSG00000125944,100,100,100,100
ENSMUSG00000125962,34,54,24,22
ENSMUSG00000125968,41,27,43,44
